payment_id,order_id,payment_type,payment_status,payment_value
PAY00581,O00581,UPI,paid,40634.79
PAY00582,O00582,UPI,paid,54879.6
PAY00583,O00583,Debit Card,paid,0.0
PAY00584,O00584,UPI,paid,87983.94
PAY00585,O00585,Cash on Delivery,paid,0.0
PAY00586,O00586,Net Banking,paid,71299.29
PAY00587,O00587,Debit Card,paid,93727.84
PAY00588,O00588,Cash on Delivery,paid,76124.88
PAY00589,O00589,Cash on Delivery,paid,0.0
PAY00590,O00590,Debit Card,paid,169835.69
PAY00591,O00591,Debit Card,pending,26404.73
PAY00592,O00592,Cash on Delivery,paid,152137.26
PAY00593,O00593,Net Banking,paid,116159.41
PAY00594,O00594,Credit Card,pending,10206.5
PAY00595,O00595,Cash on Delivery,pending,92007.22
PAY00596,O00596,Debit Card,paid,5664.86
PAY00597,O00597,UPI,pending,20579.77
PAY00598,O00598,UPI,paid,159153.18
PAY00599,O00599,Debit Card,paid,22013.97
PAY00600,O00600,Debit Card,paid,0.0
PAY00601,O00601,Credit Card,paid,158509.84
PAY00602,O00602,Debit Card,paid,45107.74
PAY00603,O00603,UPI,paid,19031.22
PAY00604,O00604,Net Banking,paid,0.0
PAY00605,O00605,Debit Card,paid,7672.42
PAY00606,O00606,Credit Card,paid,9898.8
PAY00607,O00607,Net Banking,paid,0.0
PAY00608,O00608,Credit Card,paid,79226.87
PAY00609,O00609,Net Banking,paid,27089.86
PAY00610,O00610,Debit Card,paid,86906.03
PAY00611,O00611,UPI,paid,48163.14
PAY00612,O00612,Net Banking,paid,156536.36
PAY00613,O00613,Cash on Delivery,paid,99879.24
PAY00614,O00614,Credit Card,paid,78641.03
PAY00615,O00615,Net Banking,failed,38246.84
PAY00616,O00616,Credit Card,paid,44625.82
PAY00617,O00617,UPI,paid,47898.96
PAY00618,O00618,Credit Card,paid,81146.4
PAY00619,O00619,Credit Card,paid,59481.79
PAY00620,O00620,Cash on Delivery,pending,145030.01
PAY00621,O00621,Credit Card,paid,21037.7
PAY00622,O00622,Net Banking,paid,0.0
PAY00623,O00623,Credit Card,paid,46957.48
PAY00624,O00624,Debit Card,paid,0.0
PAY00625,O00625,Credit Card,paid,6154.96
PAY00626,O00626,Debit Card,paid,142719.5
PAY00627,O00627,Credit Card,paid,46001.82
PAY00628,O00628,Credit Card,paid,43374.9
PAY00629,O00629,Net Banking,paid,62501.16
PAY00630,O00630,Debit Card,paid,38310.08
PAY00631,O00631,Debit Card,paid,75713.88
PAY00632,O00632,Cash on Delivery,paid,60782.8
PAY00633,O00633,Credit Card,paid,13399.37
PAY00634,O00634,Credit Card,paid,72319.77
PAY00635,O00635,Net Banking,paid,0.0
PAY00636,O00636,Cash on Delivery,paid,0.0
PAY00637,O00637,Cash on Delivery,paid,0.0
PAY00638,O00638,Net Banking,paid,98042.45
PAY00639,O00639,Debit Card,paid,90258.2
PAY00640,O00640,UPI,paid,156828.78
PAY00641,O00641,Net Banking,paid,36742.71
PAY00642,O00642,Debit Card,paid,69543.46
PAY00643,O00643,Cash on Delivery,paid,38310.08
PAY00644,O00644,Net Banking,paid,11683.62
PAY00645,O00645,UPI,paid,0.0
PAY00646,O00646,Credit Card,paid,374.68
PAY00647,O00647,Net Banking,pending,0.0
PAY00648,O00648,UPI,paid,0.0
PAY00649,O00649,UPI,paid,53403.68
PAY00650,O00650,Net Banking,paid,24170.94
PAY00651,O00651,Debit Card,paid,0.0
PAY00652,O00652,Net Banking,paid,23076.65
PAY00653,O00653,Cash on Delivery,paid,12247.57
PAY00654,O00654,UPI,paid,75093.16
PAY00655,O00655,UPI,paid,79331.74
PAY00656,O00656,Credit Card,paid,1124.04
PAY00657,O00657,UPI,paid,7284.02
PAY00658,O00658,Credit Card,paid,4001.56
PAY00659,O00659,UPI,paid,51333.24
PAY00660,O00660,UPI,paid,143410.56
PAY00661,O00661,Net Banking,paid,113709.64
PAY00662,O00662,Net Banking,paid,0.0
PAY00663,O00663,Cash on Delivery,paid,56004.26
PAY00664,O00664,Debit Card,paid,100309.35
PAY00665,O00665,Cash on Delivery,paid,37761.45
PAY00666,O00666,UPI,paid,0.0
PAY00667,O00667,Cash on Delivery,paid,54077.21
PAY00668,O00668,Net Banking,paid,0.0
PAY00669,O00669,UPI,paid,149369.74
PAY00670,O00670,UPI,paid,31932.64
PAY00671,O00671,Cash on Delivery,paid,401.81
PAY00672,O00672,Credit Card,paid,0.0
PAY00673,O00673,Debit Card,failed,26667.0
PAY00674,O00674,Cash on Delivery,paid,41647.32
PAY00675,O00675,Cash on Delivery,paid,41232.57
PAY00676,O00676,Debit Card,pending,31456.88
PAY00677,O00677,UPI,paid,15875.73
PAY00678,O00678,UPI,pending,5664.86
PAY00679,O00679,Credit Card,paid,17281.12
PAY00680,O00680,Cash on Delivery,paid,209881.82
PAY00681,O00681,Debit Card,paid,66319.2
PAY00682,O00682,Cash on Delivery,paid,0.0
PAY00683,O00683,Net Banking,paid,97878.12
PAY00684,O00684,Cash on Delivery,paid,82084.28
PAY00685,O00685,Cash on Delivery,failed,5462.1
PAY00686,O00686,Net Banking,paid,34230.26
PAY00687,O00687,Net Banking,paid,118265.06
PAY00688,O00688,Debit Card,paid,0.0
PAY00689,O00689,UPI,paid,23916.88
PAY00690,O00690,Credit Card,paid,205167.09
PAY00691,O00691,Net Banking,paid,34669.64
PAY00692,O00692,UPI,paid,150007.99
PAY00693,O00693,Debit Card,paid,99416.28
PAY00694,O00694,Cash on Delivery,paid,57888.08
PAY00695,O00695,Debit Card,paid,0.0
PAY00696,O00696,Debit Card,paid,0.0
PAY00697,O00697,Net Banking,paid,95135.3
PAY00698,O00698,Credit Card,pending,38999.65
PAY00699,O00699,Net Banking,paid,18928.47
PAY00700,O00700,Cash on Delivery,paid,0.0
PAY00701,O00701,Net Banking,paid,71590.41
PAY00702,O00702,Cash on Delivery,paid,158195.08
PAY00703,O00703,Net Banking,paid,173970.92
PAY00704,O00704,Credit Card,paid,135787.21
PAY00705,O00705,UPI,paid,51374.77
PAY00706,O00706,Credit Card,paid,62007.24
PAY00707,O00707,Net Banking,paid,37838.48
PAY00708,O00708,Debit Card,paid,0.0
PAY00709,O00709,UPI,paid,0.0
PAY00710,O00710,Debit Card,paid,106759.5
PAY00711,O00711,Credit Card,paid,22388.43
PAY00712,O00712,UPI,paid,14978.84
PAY00713,O00713,Net Banking,paid,26277.4
PAY00714,O00714,Debit Card,pending,33035.82
PAY00715,O00715,Net Banking,paid,0.0
PAY00716,O00716,Cash on Delivery,paid,0.0
PAY00717,O00717,UPI,paid,89796.42
PAY00718,O00718,Debit Card,paid,59534.79
PAY00719,O00719,Credit Card,paid,73855.84
PAY00720,O00720,Credit Card,paid,0.0
PAY00721,O00721,Credit Card,paid,52276.1
PAY00722,O00722,Credit Card,paid,189833.8
PAY00723,O00723,Debit Card,paid,72360.86
PAY00724,O00724,Cash on Delivery,paid,36234.83
PAY00725,O00725,Credit Card,paid,27946.3
PAY00726,O00726,Credit Card,paid,24812.84
PAY00727,O00727,Credit Card,paid,47553.3
PAY00728,O00728,Cash on Delivery,paid,11859.13
PAY00729,O00729,UPI,paid,0.0
PAY00730,O00730,Credit Card,paid,48163.14
PAY00731,O00731,Credit Card,paid,123614.77
PAY00732,O00732,Credit Card,paid,49708.14
PAY00733,O00733,UPI,pending,13599.44
PAY00734,O00734,Credit Card,paid,0.0
PAY00735,O00735,UPI,paid,34669.64
PAY00736,O00736,UPI,paid,49625.68
PAY00737,O00737,Net Banking,paid,0.0
PAY00738,O00738,Net Banking,paid,60597.04
PAY00739,O00739,Credit Card,paid,16770.23
PAY00740,O00740,Debit Card,paid,10026.71
PAY00741,O00741,Net Banking,pending,75557.62
PAY00742,O00742,Net Banking,paid,0.0
PAY00743,O00743,Debit Card,paid,37812.46
PAY00744,O00744,Cash on Delivery,paid,24872.17
PAY00745,O00745,Credit Card,paid,23367.24
PAY00746,O00746,Cash on Delivery,paid,12530.74
PAY00747,O00747,Cash on Delivery,paid,83768.2
PAY00748,O00748,UPI,paid,62851.57
PAY00749,O00749,UPI,paid,53492.92
PAY00750,O00750,Credit Card,paid,9067.4
PAY00751,O00751,Debit Card,paid,31531.04
PAY00752,O00752,UPI,paid,51417.32
PAY00753,O00753,Net Banking,pending,40638.9
PAY00754,O00754,Credit Card,paid,73030.79
PAY00755,O00755,Cash on Delivery,paid,16517.91
PAY00756,O00756,Credit Card,paid,102493.73
PAY00757,O00757,UPI,paid,63973.8
PAY00758,O00758,Debit Card,paid,84177.1
PAY00759,O00759,Cash on Delivery,paid,114984.81
PAY00760,O00760,Debit Card,paid,0.0
PAY00761,O00761,Credit Card,pending,71879.72
PAY00762,O00762,Debit Card,paid,57029.54
PAY00763,O00763,Debit Card,paid,10026.71
PAY00764,O00764,Credit Card,paid,57761.32
PAY00765,O00765,Cash on Delivery,pending,120669.33
PAY00766,O00766,Debit Card,paid,95667.52
PAY00767,O00767,Debit Card,pending,123450.08
PAY00768,O00768,Credit Card,paid,119497.04
PAY00769,O00769,Net Banking,paid,0.0
PAY00770,O00770,Debit Card,paid,75945.47
PAY00771,O00771,UPI,paid,151906.57
PAY00772,O00772,Cash on Delivery,paid,0.0
PAY00773,O00773,Debit Card,paid,66541.6
PAY00774,O00774,Credit Card,paid,70010.2
PAY00775,O00775,UPI,paid,162488.03
PAY00776,O00776,Credit Card,paid,96563.72
PAY00777,O00777,Debit Card,paid,95551.32
PAY00778,O00778,UPI,paid,63865.28
PAY00779,O00779,Cash on Delivery,paid,3748.58
PAY00780,O00780,Cash on Delivery,paid,0.0
PAY00781,O00781,Cash on Delivery,paid,28604.94
PAY00782,O00782,Net Banking,paid,16579.8
PAY00783,O00783,Credit Card,paid,135274.32
PAY00784,O00784,Debit Card,paid,74562.21
PAY00785,O00785,UPI,paid,37841.7
PAY00786,O00786,Credit Card,paid,96729.73
PAY00787,O00787,Debit Card,paid,63831.46
PAY00788,O00788,Net Banking,paid,7678.42
PAY00789,O00789,Debit Card,failed,55391.88
PAY00790,O00790,Credit Card,paid,35586.17
PAY00791,O00791,Debit Card,paid,12613.9
PAY00792,O00792,UPI,paid,139498.31
PAY00793,O00793,Net Banking,paid,32120.4
PAY00794,O00794,UPI,paid,156483.96
PAY00795,O00795,Net Banking,paid,24798.13
PAY00796,O00796,Net Banking,paid,0.0
PAY00797,O00797,Debit Card,paid,36752.5
PAY00798,O00798,UPI,paid,31932.64
PAY00799,O00799,Net Banking,paid,7978.63
PAY00800,O00800,Net Banking,paid,2211.32
PAY00801,O00801,Debit Card,pending,153265.2
PAY00802,O00802,Credit Card,paid,80115.52
PAY00803,O00803,Credit Card,paid,0.0
PAY00804,O00804,Cash on Delivery,paid,74008.04
PAY00805,O00805,Cash on Delivery,paid,17970.42
PAY00806,O00806,Net Banking,paid,94206.21
PAY00807,O00807,Credit Card,paid,137655.44
PAY00808,O00808,Net Banking,paid,0.0
PAY00809,O00809,UPI,paid,42303.57
PAY00810,O00810,Credit Card,paid,6154.96
PAY00811,O00811,Credit Card,paid,0.0
PAY00812,O00812,Credit Card,pending,39488.43
PAY00813,O00813,Cash on Delivery,paid,54602.5
PAY00814,O00814,Debit Card,paid,25765.2
PAY00815,O00815,Debit Card,paid,62007.24
PAY00816,O00816,Cash on Delivery,paid,80572.3
PAY00817,O00817,Cash on Delivery,paid,2113.64
PAY00818,O00818,Cash on Delivery,paid,21413.14
PAY00819,O00819,Debit Card,paid,36924.2
PAY00820,O00820,Net Banking,paid,72517.16
PAY00821,O00821,Cash on Delivery,paid,0.0
PAY00822,O00822,Net Banking,paid,23076.65
PAY00823,O00823,Net Banking,paid,78587.64
PAY00824,O00824,UPI,paid,77373.09
PAY00825,O00825,Debit Card,paid,50967.17
PAY00826,O00826,Net Banking,paid,19954.5
PAY00827,O00827,Debit Card,paid,24804.73
PAY00828,O00828,Debit Card,paid,159323.94
PAY00829,O00829,UPI,paid,0.0
PAY00830,O00830,Debit Card,paid,251182.22
PAY00831,O00831,Net Banking,paid,48163.14
PAY00832,O00832,Credit Card,paid,238744.98
PAY00833,O00833,Net Banking,paid,9768.94
PAY00834,O00834,Net Banking,paid,125039.97
PAY00835,O00835,Debit Card,paid,26860.5
PAY00836,O00836,Net Banking,paid,36135.4
PAY00837,O00837,Credit Card,paid,0.0
PAY00838,O00838,Debit Card,paid,9459.62
PAY00839,O00839,Cash on Delivery,paid,0.0
PAY00840,O00840,Net Banking,paid,7707.56
PAY00841,O00841,Net Banking,paid,0.0
PAY00842,O00842,UPI,failed,13219.82
PAY00843,O00843,Cash on Delivery,paid,63600.68
PAY00844,O00844,Cash on Delivery,paid,91466.13
PAY00845,O00845,Credit Card,paid,53809.35
PAY00846,O00846,Cash on Delivery,paid,150958.37
PAY00847,O00847,UPI,paid,146020.67
PAY00848,O00848,Credit Card,pending,46734.48
PAY00849,O00849,Cash on Delivery,paid,93245.98
PAY00850,O00850,Credit Card,paid,176989.42
PAY00851,O00851,Cash on Delivery,paid,92386.17
PAY00852,O00852,Cash on Delivery,paid,8906.96
PAY00853,O00853,Cash on Delivery,paid,29767.38
PAY00854,O00854,Net Banking,paid,0.0
PAY00855,O00855,Cash on Delivery,paid,6709.38
PAY00856,O00856,Net Banking,paid,134764.94
PAY00857,O00857,Debit Card,paid,0.0
PAY00858,O00858,UPI,paid,33312.6
PAY00859,O00859,Credit Card,paid,46160.85
PAY00860,O00860,Credit Card,paid,19031.22
PAY00861,O00861,Debit Card,paid,0.0
PAY00862,O00862,Cash on Delivery,paid,97702.57
PAY00863,O00863,UPI,paid,21167.25
PAY00864,O00864,Debit Card,paid,235449.18
PAY00865,O00865,Debit Card,failed,65154.52
PAY00866,O00866,Credit Card,failed,16368.86
PAY00867,O00867,Net Banking,paid,10917.06
PAY00868,O00868,Net Banking,pending,44232.13
PAY00869,O00869,Cash on Delivery,paid,204239.6
PAY00870,O00870,Cash on Delivery,paid,69011.58
PAY00871,O00871,Debit Card,paid,48798.52
PAY00872,O00872,Cash on Delivery,paid,58204.92
PAY00873,O00873,Net Banking,paid,12882.6
PAY00874,O00874,UPI,paid,0.0
PAY00875,O00875,Credit Card,paid,0.0
PAY00876,O00876,Net Banking,paid,178763.46
PAY00877,O00877,Cash on Delivery,paid,0.0
PAY00878,O00878,Credit Card,paid,18293.2
PAY00879,O00879,Credit Card,pending,0.0
PAY00880,O00880,Debit Card,paid,19572.5
PAY00881,O00881,Cash on Delivery,paid,0.0
PAY00882,O00882,Debit Card,paid,32120.4
PAY00883,O00883,Credit Card,paid,0.0
PAY00884,O00884,Debit Card,paid,126729.16
PAY00885,O00885,Cash on Delivery,paid,22309.1
PAY00886,O00886,Net Banking,paid,16346.97
PAY00887,O00887,UPI,paid,91594.36
PAY00888,O00888,Net Banking,paid,8184.43
PAY00889,O00889,Credit Card,paid,44776.86
PAY00890,O00890,Net Banking,paid,101654.64
PAY00891,O00891,Debit Card,paid,1124.04
PAY00892,O00892,Cash on Delivery,paid,4946.1
PAY00893,O00893,Net Banking,paid,127789.85
PAY00894,O00894,Net Banking,paid,21917.4
PAY00895,O00895,Cash on Delivery,paid,86768.88
PAY00896,O00896,Debit Card,paid,75917.97
PAY00897,O00897,UPI,pending,50171.98
PAY00898,O00898,Net Banking,paid,13862.56
PAY00899,O00899,Credit Card,paid,120249.04
PAY00900,O00900,Debit Card,paid,1607.24
PAY00901,O00901,Debit Card,paid,78056.2
PAY00902,O00902,Net Banking,paid,18462.1
PAY00903,O00903,Cash on Delivery,paid,20413.0
PAY00904,O00904,Net Banking,paid,114802.36
PAY00905,O00905,Net Banking,paid,10926.03
PAY00906,O00906,Cash on Delivery,paid,34283.18
PAY00907,O00907,Credit Card,paid,0.0
PAY00908,O00908,Cash on Delivery,failed,66071.64
PAY00909,O00909,Net Banking,paid,38541.64
PAY00910,O00910,UPI,paid,22828.0
PAY00911,O00911,Cash on Delivery,paid,41647.32
PAY00912,O00912,Credit Card,paid,105276.66
PAY00913,O00913,Cash on Delivery,failed,137573.58
PAY00914,O00914,Cash on Delivery,paid,20823.66
PAY00915,O00915,Debit Card,paid,120014.74
PAY00916,O00916,Debit Card,pending,114818.3
PAY00917,O00917,Net Banking,paid,114804.78
PAY00918,O00918,Net Banking,paid,0.0
PAY00919,O00919,Cash on Delivery,paid,0.0
PAY00920,O00920,UPI,paid,169048.87
PAY00921,O00921,Net Banking,paid,46373.46
PAY00922,O00922,Cash on Delivery,paid,0.0
PAY00923,O00923,Cash on Delivery,paid,74219.45
PAY00924,O00924,Cash on Delivery,paid,24490.5
PAY00925,O00925,Cash on Delivery,paid,22954.65
PAY00926,O00926,Cash on Delivery,pending,49572.56
PAY00927,O00927,Debit Card,paid,144722.0
PAY00928,O00928,Credit Card,paid,0.0
PAY00929,O00929,Credit Card,paid,39073.77
PAY00930,O00930,Cash on Delivery,paid,17234.55
PAY00931,O00931,Net Banking,paid,39145.0
PAY00932,O00932,UPI,paid,5743.74
PAY00933,O00933,Cash on Delivery,paid,74498.71
PAY00934,O00934,UPI,pending,54900.36
PAY00935,O00935,Debit Card,paid,98379.24
PAY00936,O00936,Credit Card,paid,48922.13
PAY00937,O00937,Debit Card,paid,60219.2
PAY00938,O00938,Net Banking,paid,7790.32
PAY00939,O00939,Net Banking,paid,204481.31
PAY00940,O00940,Cash on Delivery,paid,62117.07
PAY00941,O00941,Net Banking,paid,58622.88
PAY00942,O00942,Net Banking,paid,149095.2
PAY00943,O00943,Debit Card,paid,73226.79
PAY00944,O00944,UPI,paid,98439.92
PAY00945,O00945,Credit Card,paid,65030.05
PAY00946,O00946,Net Banking,paid,12211.84
PAY00947,O00947,Net Banking,paid,35757.64
PAY00948,O00948,Debit Card,paid,68550.74
PAY00949,O00949,Credit Card,paid,37028.84
PAY00950,O00950,Debit Card,paid,83195.4
PAY00951,O00951,UPI,paid,100682.23
PAY00952,O00952,Debit Card,paid,19005.79
PAY00953,O00953,Credit Card,paid,13889.68
PAY00954,O00954,Credit Card,paid,68441.15
PAY00955,O00955,Net Banking,pending,34749.27
PAY00956,O00956,UPI,paid,8193.15
PAY00957,O00957,Cash on Delivery,paid,6390.16
PAY00958,O00958,Net Banking,pending,0.0
PAY00959,O00959,Debit Card,paid,275999.96
PAY00960,O00960,Debit Card,paid,78163.84
PAY00961,O00961,Credit Card,paid,6957.6
PAY00962,O00962,Credit Card,paid,86027.54
PAY00963,O00963,Credit Card,failed,57992.03
PAY00964,O00964,Cash on Delivery,paid,0.0
PAY00965,O00965,Cash on Delivery,paid,35757.64
PAY00966,O00966,Net Banking,paid,47172.54
PAY00967,O00967,Cash on Delivery,paid,183619.18
PAY00968,O00968,Credit Card,paid,0.0
PAY00969,O00969,Net Banking,failed,27916.05
PAY00970,O00970,Net Banking,pending,57767.07
PAY00971,O00971,UPI,paid,59315.28
PAY00972,O00972,Cash on Delivery,paid,26143.7
PAY00973,O00973,Debit Card,paid,0.0
PAY00974,O00974,Debit Card,pending,48778.48
PAY00975,O00975,UPI,paid,140186.08
PAY00976,O00976,Credit Card,paid,39813.4
PAY00977,O00977,UPI,paid,0.0
PAY00978,O00978,Credit Card,paid,0.0
PAY00979,O00979,Cash on Delivery,paid,0.0
PAY00980,O00980,Cash on Delivery,paid,0.0
PAY00981,O00981,Net Banking,paid,0.0
PAY00982,O00982,Net Banking,paid,73848.4
PAY00983,O00983,Net Banking,paid,56851.05
PAY00984,O00984,Net Banking,paid,65227.99
PAY00985,O00985,Debit Card,paid,44862.92
PAY00986,O00986,Net Banking,paid,39624.03
PAY00987,O00987,Net Banking,paid,83524.71
PAY00988,O00988,Net Banking,paid,182486.89
PAY00989,O00989,Credit Card,paid,58622.88
PAY00990,O00990,Net Banking,paid,70990.96
PAY00991,O00991,UPI,paid,70953.13
PAY00992,O00992,Net Banking,paid,128311.23
PAY00993,O00993,Net Banking,paid,147786.81
PAY00994,O00994,Debit Card,paid,134336.73
PAY00995,O00995,Net Banking,pending,0.0
PAY00996,O00996,Credit Card,paid,90215.48
PAY00997,O00997,Cash on Delivery,paid,49187.22
PAY00998,O00998,Net Banking,paid,8930.08
PAY00999,O00999,Net Banking,failed,145048.22
PAY01000,O01000,Net Banking,paid,168967.5
PAY01001,O01001,Debit Card,pending,153113.48
PAY01002,O01002,Cash on Delivery,paid,0.0
PAY01003,O01003,Debit Card,paid,17526.96
PAY01004,O01004,Debit Card,paid,75727.0
PAY01005,O01005,Debit Card,paid,67003.0
PAY01006,O01006,Credit Card,paid,68066.82
PAY01007,O01007,Cash on Delivery,paid,30746.04
PAY01008,O01008,Credit Card,paid,0.0
PAY01009,O01009,Credit Card,paid,38957.2
PAY01010,O01010,Cash on Delivery,paid,0.0
PAY01011,O01011,Credit Card,paid,52972.32
PAY01012,O01012,Cash on Delivery,paid,55133.16
PAY01013,O01013,Net Banking,failed,120056.11
PAY01014,O01014,Debit Card,paid,4792.62
PAY01015,O01015,Credit Card,paid,37812.46
PAY01016,O01016,Cash on Delivery,paid,0.0
PAY01017,O01017,UPI,paid,24553.29
PAY01018,O01018,Credit Card,paid,119485.91
PAY01019,O01019,Credit Card,paid,47101.06
PAY01020,O01020,Cash on Delivery,paid,9984.84
PAY01021,O01021,UPI,paid,0.0
PAY01022,O01022,UPI,paid,10026.71
PAY01023,O01023,Net Banking,paid,69632.68
PAY01024,O01024,Credit Card,paid,0.0
PAY01025,O01025,Debit Card,paid,68264.64
PAY01026,O01026,Credit Card,paid,17813.92
PAY01027,O01027,Debit Card,paid,37775.5
PAY01028,O01028,Debit Card,pending,30109.6
PAY01029,O01029,Cash on Delivery,paid,7211.85
PAY01030,O01030,Credit Card,paid,100170.58
PAY01031,O01031,Cash on Delivery,paid,0.0
PAY01032,O01032,Net Banking,paid,66666.38
PAY01033,O01033,Debit Card,failed,69245.09
PAY01034,O01034,UPI,failed,47889.74
PAY01035,O01035,Debit Card,paid,0.0
PAY01036,O01036,Net Banking,paid,0.0
PAY01037,O01037,Debit Card,paid,22312.91
PAY01038,O01038,Cash on Delivery,paid,70818.65
PAY01039,O01039,Credit Card,failed,13381.24
PAY01040,O01040,UPI,paid,43128.32
PAY01041,O01041,Cash on Delivery,paid,1733.67
PAY01042,O01042,Credit Card,paid,36639.99
PAY01043,O01043,UPI,paid,37230.53
PAY01044,O01044,Net Banking,failed,84717.49
PAY01045,O01045,Debit Card,paid,10996.32
PAY01046,O01046,UPI,paid,26153.64
PAY01047,O01047,Net Banking,paid,124176.39
PAY01048,O01048,Credit Card,paid,125709.01
PAY01049,O01049,UPI,pending,131164.92
PAY01050,O01050,Net Banking,failed,1204.5
PAY01051,O01051,Credit Card,pending,33335.03
PAY01052,O01052,Cash on Delivery,paid,71317.65
PAY01053,O01053,Debit Card,paid,0.0
PAY01054,O01054,Net Banking,paid,64545.32
PAY01055,O01055,Cash on Delivery,paid,49708.14
PAY01056,O01056,Credit Card,paid,37841.7
PAY01057,O01057,UPI,paid,41411.38
PAY01058,O01058,Debit Card,paid,53933.63
PAY01059,O01059,Credit Card,paid,401.5
PAY01060,O01060,Net Banking,paid,116801.77
PAY01061,O01061,Debit Card,paid,66041.91
PAY01062,O01062,Cash on Delivery,pending,34880.42
PAY01063,O01063,Debit Card,paid,58713.62
PAY01064,O01064,Cash on Delivery,paid,69617.12
PAY01065,O01065,Credit Card,pending,70990.96
PAY01066,O01066,UPI,paid,56172.31
PAY01067,O01067,Debit Card,paid,39313.86
PAY01068,O01068,UPI,paid,7651.55
PAY01069,O01069,UPI,paid,115925.94
PAY01070,O01070,Debit Card,paid,0.0
PAY01071,O01071,Debit Card,paid,129705.36
PAY01072,O01072,UPI,paid,8939.41
PAY01073,O01073,Net Banking,paid,0.0
PAY01074,O01074,Net Banking,paid,114032.6
PAY01075,O01075,Debit Card,paid,48297.94
PAY01076,O01076,UPI,paid,33098.16
PAY01077,O01077,UPI,paid,14846.79
PAY01078,O01078,Credit Card,paid,0.0
PAY01079,O01079,UPI,paid,49968.9
PAY01080,O01080,Net Banking,paid,33220.77
PAY01081,O01081,Credit Card,paid,135337.93
PAY01082,O01082,Net Banking,paid,21300.48
PAY01083,O01083,Cash on Delivery,paid,113393.8
PAY01084,O01084,Debit Card,paid,132761.32
PAY01085,O01085,Cash on Delivery,paid,27092.6
PAY01086,O01086,Debit Card,failed,21790.37
PAY01087,O01087,Net Banking,pending,0.0
PAY01088,O01088,Net Banking,paid,0.0
PAY01089,O01089,Cash on Delivery,paid,36758.66
PAY01090,O01090,Debit Card,paid,35950.87
PAY01091,O01091,Debit Card,paid,13544.93
PAY01092,O01092,Credit Card,paid,70290.75
PAY01093,O01093,UPI,paid,11990.08
PAY01094,O01094,Credit Card,paid,2311.56
PAY01095,O01095,Net Banking,paid,176563.84
PAY01096,O01096,Cash on Delivery,paid,0.0
PAY01097,O01097,Debit Card,paid,92436.71
PAY01098,O01098,Credit Card,paid,34075.34
PAY01099,O01099,Cash on Delivery,paid,24422.86
PAY01100,O01100,Cash on Delivery,paid,21834.12
PAY01101,O01101,UPI,failed,60126.31
PAY01102,O01102,Debit Card,paid,0.0
PAY01103,O01103,Cash on Delivery,failed,110119.36
PAY01104,O01104,Debit Card,paid,0.0
PAY01105,O01105,Credit Card,paid,121362.42
PAY01106,O01106,Cash on Delivery,paid,0.0
PAY01107,O01107,Cash on Delivery,paid,43932.22
PAY01108,O01108,Credit Card,paid,46284.22
PAY01109,O01109,Debit Card,paid,0.0
PAY01110,O01110,Debit Card,paid,91116.82
PAY01111,O01111,Cash on Delivery,paid,164098.2
PAY01112,O01112,Credit Card,paid,9840.21
PAY01113,O01113,Net Banking,paid,49187.22
PAY01114,O01114,Debit Card,paid,63901.44
PAY01115,O01115,Net Banking,paid,91971.44
PAY01116,O01116,Cash on Delivery,paid,0.0
PAY01117,O01117,Net Banking,paid,19693.89
PAY01118,O01118,Net Banking,paid,22388.43
PAY01119,O01119,Debit Card,paid,7521.72
PAY01120,O01120,Cash on Delivery,paid,24392.69
PAY01121,O01121,Net Banking,paid,59720.1
PAY01122,O01122,Debit Card,paid,48911.36
PAY01123,O01123,Net Banking,paid,7651.55
PAY01124,O01124,Debit Card,paid,66625.2
PAY01125,O01125,Cash on Delivery,paid,73780.83
PAY01126,O01126,Credit Card,paid,19323.9
PAY01127,O01127,Debit Card,paid,86329.13
PAY01128,O01128,Debit Card,paid,77678.99
PAY01129,O01129,Net Banking,paid,75810.07
PAY01130,O01130,Cash on Delivery,paid,108965.58
PAY01131,O01131,UPI,pending,82244.12
PAY01132,O01132,UPI,paid,0.0
PAY01133,O01133,Credit Card,failed,148976.4
PAY01134,O01134,Cash on Delivery,paid,184846.51
PAY01135,O01135,Debit Card,paid,47278.97
PAY01136,O01136,UPI,paid,32128.44
PAY01137,O01137,Credit Card,paid,52219.14
PAY01138,O01138,Cash on Delivery,paid,0.0
PAY01139,O01139,Credit Card,paid,130226.44
PAY01140,O01140,UPI,paid,123266.58
PAY01141,O01141,Net Banking,paid,104080.95
PAY01142,O01142,Net Banking,paid,77422.41
PAY01143,O01143,Cash on Delivery,paid,48990.28
PAY01144,O01144,Credit Card,paid,122663.04
PAY01145,O01145,Debit Card,paid,0.0
PAY01146,O01146,UPI,pending,45631.49
PAY01147,O01147,Net Banking,paid,10199.58
PAY01148,O01148,Net Banking,paid,0.0
PAY01149,O01149,Credit Card,paid,21961.56
PAY01150,O01150,Net Banking,pending,13488.26
PAY01151,O01151,Credit Card,paid,83272.82
PAY01152,O01152,UPI,paid,132719.8
PAY01153,O01153,Credit Card,paid,127414.37
PAY01154,O01154,Net Banking,paid,2832.43
PAY01155,O01155,Credit Card,paid,95888.41
PAY01156,O01156,Net Banking,paid,163150.42
PAY01157,O01157,Cash on Delivery,paid,46153.3
PAY01158,O01158,Net Banking,pending,23770.36
PAY01159,O01159,Net Banking,paid,0.0
