order_id,customer_id,order_date,status
O00738,C00132,2025-09-14,cancelled
O00739,C00850,2025-07-13,delivered
O00740,C00197,2025-04-14,delivered
O00741,C00019,2026-06-19,shipped
O00742,C00642,2025-09-22,delivered
O00743,C00012,2026-01-19,delivered
O00744,C00081,2025-09-17,shipped
O00745,C00330,2026-02-18,processing
O00746,C00866,2025-12-24,delivered
O00747,C00774,2025-03-16,delivered
O00748,C00392,2025-12-21,delivered
O00749,C00637,2025-07-07,shipped
O00750,C00307,2025-10-17,delivered
O00751,C00267,2025-02-14,delivered
O00752,C00447,2025-03-24,processing
O00753,C00441,2025-05-03,delivered
O00754,C00895,2025-12-24,shipped
O00755,C00652,2026-06-12,delivered
O00756,C00841,2025-03-07,delivered
O00757,C00002,2026-01-10,delivered
O00758,C00520,2025-06-11,shipped
O00759,C00762,2026-01-15,delivered
O00760,C00651,2025-12-24,delivered
O00761,C00636,2025-07-07,delivered
O00762,C00309,2025-11-18,delivered
O00763,C00740,2026-03-26,cancelled
O00764,C00522,2026-04-19,delivered
O00765,C00469,2025-01-13,delivered
O00766,C00212,2025-07-03,cancelled
O00767,C00112,2025-04-21,delivered
O00768,C00008,2026-05-23,delivered
O00769,C00804,2025-10-17,delivered
O00770,C00477,2025-10-22,processing
O00771,C00874,2026-03-27,delivered
O00772,C00460,2025-08-03,delivered
O00773,C00253,2025-01-27,delivered
O00774,C00526,2025-08-19,delivered
O00775,C00752,2025-11-17,delivered
O00776,C00438,2025-08-21,delivered
O00777,C00754,2026-03-13,delivered
O00778,C00981,2026-06-17,delivered
O00779,C00854,2026-02-07,delivered
O00780,C00661,2025-02-22,shipped
O00781,C00236,2025-11-09,shipped
O00782,C00306,2025-10-08,shipped
O00783,C00478,2025-01-31,delivered
O00784,C00679,2025-12-03,delivered
O00785,C00020,2025-07-02,delivered
O00786,C00216,2025-01-23,processing
O00787,C00855,2026-06-28,shipped
O00788,C00135,2026-03-22,processing
O00789,C00905,2025-03-15,delivered
O00790,C00129,2025-01-10,delivered
O00791,C00410,2026-04-29,delivered
O00792,C00422,2026-04-01,delivered
O00793,C00294,2025-06-09,delivered
O00794,C00246,2025-01-14,cancelled
O00795,C00701,2025-06-27,delivered
O00796,C00556,2026-02-16,delivered
O00797,C00086,2025-02-22,delivered
O00798,C00556,2026-02-12,processing
O00799,C00842,2025-01-22,delivered
O00800,C00375,2025-01-30,delivered
O00801,C00446,2025-09-17,processing
O00802,C00378,2025-07-24,delivered
O00803,C00390,2025-02-28,delivered
O00804,C00657,2026-04-16,delivered
O00805,C00051,2026-04-11,delivered
O00806,C00242,2025-01-12,shipped
O00807,C00294,2025-10-17,shipped
O00808,C00920,2025-12-20,delivered
O00809,C00563,2025-03-16,delivered
O00810,C00266,2026-03-17,delivered
O00811,C00120,2025-08-29,delivered
O00812,C00712,2025-06-03,delivered
O00813,C00917,2025-04-06,delivered
O00814,C00248,2025-10-21,delivered
O00815,C00070,2025-07-28,shipped
O00816,C00853,2025-12-09,delivered
O00817,C00057,2025-03-29,delivered
O00818,C00382,2026-01-25,delivered
O00819,C00039,2025-11-21,processing
O00820,C00984,2025-06-06,delivered
O00821,C00801,2025-05-17,delivered
O00822,C00443,2026-03-04,delivered
O00823,C00018,2026-03-28,shipped
O00824,C00952,2025-05-21,delivered
O00825,C00732,2025-03-24,shipped
O00826,C00825,2025-06-26,cancelled
O00827,C00756,2025-07-17,shipped
O00828,C00352,2026-02-25,delivered
O00829,C00972,2026-02-05,delivered
O00830,C00816,2026-04-16,delivered
O00831,C00298,2025-08-06,cancelled
O00832,C00283,2025-06-24,delivered
O00833,C00586,2025-01-23,delivered
O00834,C00110,2025-08-23,delivered
O00835,C00180,2025-01-13,delivered
O00836,C00938,2025-04-11,delivered
O00837,C00544,2026-06-20,delivered
O00838,C00746,2026-06-07,delivered
O00839,C00794,2026-03-28,shipped
O00840,C00025,2026-03-07,delivered
O00841,C00843,2026-06-17,delivered
O00842,C00791,2025-10-20,delivered
O00843,C00738,2025-04-11,delivered
O00844,C00057,2026-05-17,shipped
O00845,C00180,2025-10-31,delivered
O00846,C00232,2026-06-24,delivered
O00847,C00894,2025-12-21,delivered
O00848,C00343,2025-10-30,processing
O00849,C00477,2026-05-11,delivered
O00850,C00799,2025-08-15,shipped
O00851,C00576,2025-08-24,delivered
O00852,C00455,2026-03-31,delivered
O00853,C00232,2025-01-13,delivered
O00854,C00289,2025-07-29,processing
O00855,C00213,2026-02-01,delivered
O00856,C00258,2025-04-10,processing
O00857,C00530,2025-01-31,delivered
O00858,C00687,2026-06-12,delivered
O00859,C00929,2025-11-25,delivered
O00860,C00229,2025-06-15,shipped
O00861,C00226,2026-04-04,delivered
O00862,C00596,2025-04-10,processing
O00863,C00803,2025-06-22,processing
O00864,C00435,2025-06-11,cancelled
O00865,C00882,2025-09-20,delivered
O00866,C00758,2025-10-01,delivered
O00867,C00402,2025-01-03,shipped
O00868,C00622,2025-01-28,delivered
O00869,C00766,2025-11-22,delivered
O00870,C00088,2025-05-29,delivered
O00871,C00584,2026-06-24,delivered
O00872,C00893,2026-05-03,delivered
O00873,C00542,2026-03-14,delivered
O00874,C00684,2025-03-06,delivered
O00875,C00309,2025-12-22,delivered
O00876,C00906,2026-06-17,delivered
O00877,C00343,2025-09-09,delivered
O00878,C00436,2025-08-23,delivered
O00879,C00177,2025-08-15,delivered
O00880,C00139,2026-06-09,delivered
O00881,C00194,2025-11-09,delivered
O00882,C00186,2025-02-18,delivered
O00883,C00218,2025-04-28,shipped
O00884,C00164,2025-02-23,delivered
O00885,C00161,2025-02-13,shipped
O00886,C00943,2025-02-22,delivered
O00887,C00525,2026-06-09,delivered
O00888,C00808,2025-04-12,delivered
O00889,C00601,2026-02-02,delivered
O00890,C00836,2025-05-18,delivered
O00891,C00042,2026-01-22,delivered
O00892,C00915,2025-04-21,delivered
O00893,C00210,2025-01-17,delivered
O00894,C00741,2025-07-01,delivered
O00895,C00862,2026-06-20,processing
O00896,C00275,2026-06-25,delivered
O00897,C00954,2025-06-20,delivered
O00898,C00279,2026-02-13,delivered
O00899,C00251,2026-01-13,delivered
O00900,C00310,2025-07-07,shipped
O00901,C00720,2025-08-18,delivered
O00902,C00833,2025-04-29,delivered
O00903,C00140,2025-06-05,processing
O00904,C00792,2026-04-10,delivered
O00905,C00546,2025-04-14,delivered
O00906,C00821,2026-05-17,cancelled
O00907,C00904,2025-06-24,delivered
O00908,C00530,2026-02-25,delivered
O00909,C00057,2025-05-14,delivered
O00910,C00112,2026-01-26,delivered
O00911,C00005,2026-05-16,delivered
O00912,C00410,2025-02-02,processing
O00913,C00414,2025-02-24,delivered
O00914,C00182,2026-06-03,shipped
O00915,C00013,2025-01-12,processing
O00916,C00339,2026-06-12,delivered
O00917,C00797,2026-01-08,delivered
O00918,C00259,2026-04-29,delivered
O00919,C00090,2025-08-16,processing
O00920,C00616,2025-11-03,shipped
O00921,C00891,2026-04-02,delivered
O00922,C00698,2025-06-09,delivered
O00923,C00250,2025-11-27,delivered
O00924,C00255,2025-08-13,processing
O00925,C00588,2026-05-19,delivered
O00926,C00898,2026-04-01,delivered
O00927,C00971,2025-02-14,processing
O00928,C00108,2025-08-02,delivered
O00929,C00668,2025-02-28,delivered
O00930,C00594,2025-07-14,delivered
O00931,C00589,2026-05-04,delivered
O00932,C00485,2025-06-06,delivered
O00933,C00982,2025-08-14,cancelled
O00934,C00972,2026-02-16,delivered
O00935,C00258,2025-07-24,delivered
O00936,C00639,2025-03-20,delivered
O00937,C00997,2025-05-04,delivered
O00938,C00903,2026-04-16,delivered
O00939,C00282,2025-08-06,shipped
O00940,C00986,2026-05-31,processing
O00941,C00088,2025-04-14,delivered
O00942,C00204,2026-01-28,delivered
O00943,C00016,2026-03-10,delivered
O00944,C00151,2025-11-27,cancelled
O00945,C00936,2025-05-23,delivered
O00946,C00254,2026-06-24,shipped
O00947,C00188,2025-10-05,delivered
O00948,C00329,2025-08-21,processing
O00949,C00544,2026-06-13,delivered
O00950,C00783,2025-03-31,shipped
O00951,C00997,2026-05-07,delivered
O00952,C00397,2025-07-18,delivered
O00953,C00517,2025-12-28,delivered
O00954,C00459,2026-03-17,shipped
O00955,C00330,2025-01-26,delivered
O00956,C00820,2025-01-25,cancelled
O00957,C00845,2026-01-29,processing
O00958,C00169,2026-05-22,delivered
O00959,C00693,2025-10-28,shipped
O00960,C00366,2025-12-05,delivered
O00961,C00178,2025-09-24,delivered
O00962,C00655,2026-04-06,delivered
O00963,C00362,2026-04-01,delivered
O00964,C00760,2025-12-26,shipped
O00965,C00639,2025-03-09,delivered
O00966,C00775,2026-02-16,delivered
O00967,C00040,2026-05-06,delivered
O00968,C00924,2025-02-18,delivered
O00969,C00416,2025-04-12,delivered
O00970,C00355,2025-08-04,processing
O00971,C00255,2026-03-14,delivered
O00972,C00143,2025-06-08,delivered
O00973,C00752,2026-05-04,delivered
O00974,C00740,2025-08-30,delivered
O00975,C00853,2025-01-05,processing
O00976,C00710,2025-12-27,delivered
O00977,C00577,2026-04-04,shipped
O00978,C00900,2025-09-05,delivered
O00979,C00011,2026-02-26,delivered
O00980,C00620,2025-01-15,cancelled
O00981,C00026,2025-05-02,shipped
O00982,C00957,2025-10-04,delivered
O00983,C00421,2026-03-29,delivered
O00984,C00663,2026-01-25,delivered
O00985,C00221,2025-10-21,delivered
O00986,C00853,2026-03-22,shipped
O00987,C00496,2025-07-29,shipped
O00988,C00237,2025-10-29,delivered
O00989,C00237,2025-08-11,processing
O00990,C00219,2025-01-03,delivered
O00991,C00487,2026-06-02,delivered
O00992,C00936,2025-04-03,delivered
O00993,C00461,2026-06-04,delivered
O00994,C00663,2026-03-04,delivered
O00995,C00635,2026-05-08,delivered
O00996,C00144,2025-08-23,delivered
O00997,C00990,2025-06-10,delivered
O00998,C00189,2025-11-27,shipped
O00999,C00255,2025-11-29,delivered
O01000,C00068,2025-02-19,delivered
O01001,C00616,2026-06-07,shipped
O01002,C00336,2026-05-07,processing
O01003,C00671,2025-09-29,cancelled
O01004,C00821,2025-09-09,delivered
O01005,C00874,2025-03-31,delivered
O01006,C00409,2026-03-22,delivered
O01007,C00300,2025-11-28,delivered
O01008,C00908,2025-05-19,processing
O01009,C00602,2025-12-23,delivered
O01010,C00357,2025-10-01,delivered
O01011,C00256,2025-01-19,delivered
O01012,C00353,2025-11-07,delivered
O01013,C00732,2025-06-03,shipped
O01014,C00521,2026-01-25,delivered
O01015,C00524,2025-09-17,delivered
O01016,C00837,2025-05-05,delivered
O01017,C00950,2025-12-20,delivered
O01018,C00756,2025-09-30,delivered
O01019,C00694,2025-09-02,delivered
O01020,C00284,2026-03-26,delivered
O01021,C00312,2025-09-04,delivered
O01022,C00099,2026-06-04,processing
O01023,C00197,2025-05-21,processing
O01024,C00482,2025-12-28,cancelled
O01025,C00878,2025-01-08,delivered
O01026,C00226,2026-04-23,delivered
O01027,C00845,2025-12-18,delivered
O01028,C00615,2026-05-10,processing
O01029,C00618,2026-03-03,cancelled
O01030,C00365,2025-02-08,processing
O01031,C00368,2025-07-06,delivered
O01032,C00570,2025-04-03,cancelled
O01033,C00590,2025-03-27,delivered
O01034,C00075,2025-02-13,delivered
O01035,C00042,2025-05-17,delivered
O01036,C00422,2026-02-25,delivered
O01037,C00836,2025-03-15,delivered
O01038,C00181,2026-05-27,delivered
O01039,C00545,2025-06-05,delivered
O01040,C00071,2025-09-12,delivered
O01041,C00568,2025-06-20,processing
O01042,C00105,2025-06-19,delivered
O01043,C00200,2025-11-18,delivered
O01044,C00101,2026-04-01,shipped
O01045,C00768,2025-06-04,processing
O01046,C00307,2025-12-15,delivered
O01047,C00586,2026-03-27,delivered
O01048,C00683,2025-06-22,delivered
O01049,C00377,2025-01-10,delivered
O01050,C00655,2025-09-22,delivered
O01051,C00678,2026-03-14,processing
O01052,C00399,2025-09-04,delivered
O01053,C00773,2026-06-30,shipped
O01054,C00221,2026-05-14,processing
O01055,C00595,2025-05-09,processing
O01056,C00182,2025-11-23,delivered
O01057,C00307,2026-02-08,processing
O01058,C00522,2025-12-25,delivered
O01059,C00396,2025-01-17,delivered
O01060,C00004,2025-10-01,delivered
O01061,C00863,2025-04-26,delivered
O01062,C00914,2025-04-01,shipped
O01063,C00848,2025-03-23,delivered
O01064,C01000,2025-11-20,delivered
O01065,C00804,2025-04-24,delivered
O01066,C00281,2025-02-27,delivered
O01067,C00215,2025-06-03,delivered
O01068,C00972,2026-02-08,shipped
O01069,C00610,2025-09-23,delivered
O01070,C00420,2025-11-11,delivered
O01071,C00101,2025-02-10,delivered
O01072,C00963,2025-04-15,delivered
O01073,C00521,2025-07-12,delivered
O01074,C00573,2026-02-05,delivered
O01075,C00309,2025-10-05,cancelled
O01076,C00658,2025-12-20,delivered
O01077,C00939,2025-09-13,delivered
O01078,C00931,2025-04-09,delivered
O01079,C00510,2025-10-09,processing
O01080,C00063,2026-02-07,delivered
O01081,C00633,2025-04-19,delivered
O01082,C00226,2025-07-18,shipped
O01083,C00105,2025-10-30,delivered
O01084,C00974,2025-11-23,delivered
O01085,C00772,2025-06-03,delivered
O01086,C00861,2026-02-09,delivered
O01087,C00425,2026-04-07,delivered
O01088,C00255,2025-05-12,delivered
O01089,C00429,2025-03-25,delivered
O01090,C00434,2026-02-03,delivered
O01091,C00207,2025-04-19,delivered
O01092,C00028,2025-08-09,cancelled
O01093,C00682,2026-01-03,processing
O01094,C00336,2025-05-27,shipped
O01095,C00588,2025-04-22,delivered
O01096,C00628,2026-05-09,delivered
O01097,C00069,2026-05-20,delivered
O01098,C00866,2026-04-20,delivered
O01099,C00746,2025-09-28,cancelled
O01100,C00513,2026-02-25,delivered
O01101,C00167,2026-01-02,delivered
O01102,C00864,2025-10-07,delivered
O01103,C00730,2025-10-10,delivered
O01104,C00785,2025-02-09,delivered
O01105,C00368,2025-07-08,delivered
O01106,C00251,2025-06-13,delivered
O01107,C00859,2026-06-20,processing
O01108,C00856,2026-06-20,delivered
O01109,C00931,2025-01-04,processing
O01110,C00686,2025-10-17,shipped
O01111,C00170,2026-03-09,delivered
O01112,C00758,2026-04-16,shipped
O01113,C00935,2025-06-30,delivered
O01114,C00090,2025-09-05,cancelled
O01115,C00561,2025-10-06,delivered
O01116,C00446,2025-09-11,delivered
O01117,C00294,2025-06-30,delivered
O01118,C00919,2026-05-24,delivered
O01119,C00150,2025-11-22,cancelled
O01120,C00132,2025-12-23,delivered
O01121,C00433,2026-01-26,delivered
O01122,C00059,2025-03-26,delivered
O01123,C00969,2025-11-13,cancelled
O01124,C00836,2025-07-31,delivered
O01125,C00199,2026-05-30,delivered
O01126,C00215,2026-01-19,delivered
O01127,C00898,2025-12-08,delivered
O01128,C00561,2025-02-07,delivered
O01129,C00472,2026-05-26,delivered
O01130,C00744,2026-02-24,delivered
O01131,C00247,2025-06-18,shipped
O01132,C00382,2025-12-09,delivered
O01133,C00991,2025-11-02,delivered
O01134,C00239,2026-06-26,delivered
O01135,C00927,2026-06-21,processing
O01136,C00367,2025-04-22,cancelled
O01137,C00168,2026-02-15,delivered
O01138,C00560,2025-07-25,delivered
O01139,C00051,2025-07-04,delivered
O01140,C00811,2026-01-17,delivered
O01141,C00610,2026-05-11,delivered
O01142,C00951,2026-01-14,delivered
O01143,C00728,2025-02-16,delivered
O01144,C00689,2026-06-12,cancelled
O01145,C00380,2026-05-19,delivered
O01146,C00474,2025-01-22,delivered
O01147,C00080,2025-08-01,delivered
O01148,C00697,2025-11-06,delivered
O01149,C00367,2025-09-29,delivered
O01150,C00461,2025-07-21,delivered
O01151,C00911,2025-02-01,delivered
O01152,C00539,2026-03-19,delivered
O01153,C00452,2025-06-11,cancelled
O01154,C00464,2025-09-11,delivered
O01155,C00960,2026-06-05,delivered
O01156,C00478,2026-04-25,delivered
O01157,C00926,2025-01-10,delivered
O01158,C00420,2026-05-20,delivered
O01159,C00707,2026-03-12,shipped
O01160,C00214,2025-04-21,cancelled
O01161,C00369,2025-06-02,cancelled
O01162,C00854,2025-04-12,delivered
O01163,C00114,2025-07-10,processing
O01164,C00754,2025-03-22,delivered
O01165,C00503,2026-05-04,delivered
O01166,C00636,2025-03-29,delivered
O01167,C00817,2025-07-13,processing
O01168,C00588,2025-04-14,delivered
O01169,C00311,2025-04-06,delivered
O01170,C00469,2026-02-27,delivered
O01171,C00824,2025-07-17,delivered
O01172,C00708,2025-01-01,delivered
O01173,C00863,2026-02-11,processing
O01174,C00044,2026-01-13,delivered
O01175,C00415,2025-06-16,delivered
O01176,C00698,2026-05-24,delivered
O01177,C00855,2025-11-09,delivered
O01178,C00246,2026-02-22,delivered
O01179,C00949,2026-04-22,delivered
O01180,C00084,2025-03-14,delivered
O01181,C00207,2025-05-21,delivered
O01182,C00151,2025-09-19,delivered
O01183,C00668,2025-12-06,delivered
O01184,C00528,2025-11-04,delivered
O01185,C00165,2025-09-02,delivered
O01186,C00917,2026-05-30,cancelled
O01187,C00975,2025-12-03,delivered
O01188,C00145,2025-03-17,delivered
O01189,C00037,2025-06-24,delivered
O01190,C00333,2025-04-19,delivered
O01191,C00403,2025-07-02,cancelled
O01192,C00414,2025-07-11,delivered
O01193,C00045,2025-03-06,delivered
O01194,C00402,2026-04-19,delivered
O01195,C00206,2025-04-10,delivered
O01196,C00062,2026-06-28,shipped
O01197,C00420,2025-05-08,delivered
O01198,C00868,2026-03-28,delivered
O01199,C00468,2026-01-04,delivered
O01200,C00820,2025-02-12,delivered
O01201,C00019,2026-02-23,processing
O01202,C00365,2026-05-03,delivered
O01203,C00300,2025-03-19,delivered
O01204,C00007,2025-09-27,delivered
O01205,C00761,2025-11-11,delivered
O01206,C00428,2025-06-17,delivered
O01207,C00117,2025-12-05,delivered
O01208,C00580,2025-07-12,delivered
O01209,C00507,2026-03-29,delivered
O01210,C00546,2025-10-10,delivered
O01211,C00706,2025-12-02,cancelled
O01212,C00325,2026-01-25,delivered
O01213,C00055,2026-06-09,delivered
O01214,C00778,2025-08-28,delivered
O01215,C00992,2026-04-28,delivered
O01216,C00042,2026-04-03,delivered
O01217,C00297,2025-03-30,shipped
O01218,C00973,2025-04-05,delivered
O01219,C00231,2026-03-28,delivered
O01220,C00453,2026-03-04,delivered
O01221,C00890,2025-05-31,delivered
O01222,C00394,2026-05-29,delivered
O01223,C00522,2026-01-11,delivered
O01224,C00358,2025-01-22,delivered
O01225,C00987,2025-11-09,delivered
O01226,C00444,2026-06-03,delivered
O01227,C00128,2025-07-25,delivered
O01228,C00691,2026-01-10,delivered
O01229,C00405,2026-03-27,delivered
O01230,C00392,2025-06-28,delivered
O01231,C00193,2025-07-29,delivered
O01232,C00604,2026-05-15,delivered
O01233,C00881,2026-04-09,delivered
O01234,C00743,2025-05-04,delivered
O01235,C00078,2025-04-23,delivered
O01236,C00085,2025-01-12,delivered
O01237,C00030,2025-05-06,delivered
O01238,C00725,2025-11-27,delivered
O01239,C00049,2025-10-10,processing
O01240,C00777,2025-05-20,delivered
O01241,C00145,2026-02-05,delivered
O01242,C00069,2025-04-07,delivered
O01243,C00058,2026-06-01,delivered
O01244,C00697,2025-03-10,delivered
O01245,C00574,2025-04-28,delivered
O01246,C00479,2025-02-28,delivered
O01247,C00820,2025-02-02,delivered
O01248,C00445,2025-11-14,delivered
O01249,C00296,2025-02-19,delivered
O01250,C00678,2026-05-04,delivered
O01251,C00171,2025-01-19,delivered
O01252,C00575,2025-07-16,delivered
O01253,C00147,2026-03-26,delivered
O01254,C00484,2026-03-28,delivered
O01255,C00306,2025-10-16,delivered
O01256,C00673,2025-05-21,delivered
O01257,C00653,2025-03-25,delivered
O01258,C00846,2026-01-26,processing
O01259,C00609,2025-08-03,cancelled
O01260,C00446,2026-06-10,delivered
O01261,C00221,2025-08-03,delivered
O01262,C00555,2026-02-07,delivered
O01263,C00945,2025-05-08,delivered
O01264,C00804,2026-04-22,delivered
O01265,C00378,2026-02-08,delivered
O01266,C00620,2025-01-29,processing
O01267,C00266,2025-12-04,delivered
O01268,C00095,2025-12-27,delivered
O01269,C00262,2026-01-27,delivered
O01270,C00825,2025-08-06,shipped
O01271,C00897,2025-07-21,delivered
O01272,C00071,2025-01-17,delivered
O01273,C00954,2025-11-18,delivered
O01274,C00219,2026-06-02,shipped
O01275,C00533,2025-11-21,delivered
O01276,C00092,2026-02-16,processing
O01277,C00127,2025-11-14,delivered
O01278,C00080,2025-03-23,delivered
O01279,C00824,2026-04-19,delivered
O01280,C00238,2026-04-13,delivered
O01281,C00983,2026-03-01,delivered
O01282,C00372,2025-07-23,processing
O01283,C00916,2026-01-22,delivered
O01284,C00486,2025-04-08,delivered
O01285,C00694,2025-12-11,delivered
O01286,C00025,2025-07-27,delivered
O01287,C00156,2026-05-29,delivered
O01288,C00517,2025-06-15,delivered
O01289,C00632,2025-01-22,delivered
O01290,C00789,2025-06-03,delivered
O01291,C00530,2026-03-15,cancelled
O01292,C00943,2025-10-22,delivered
O01293,C00710,2025-08-07,shipped
O01294,C00057,2026-05-10,delivered
O01295,C00605,2025-08-18,delivered
O01296,C00019,2025-01-20,delivered
O01297,C00384,2025-05-28,delivered
O01298,C00865,2025-04-18,processing
O01299,C00193,2026-02-07,delivered
O01300,C00237,2026-04-28,delivered
O01301,C00387,2026-01-02,processing
O01302,C00426,2026-02-18,delivered
O01303,C00277,2025-11-05,delivered
O01304,C00227,2025-05-14,delivered
O01305,C00745,2025-10-10,shipped
O01306,C00552,2025-03-14,delivered
O01307,C00323,2026-04-26,delivered
O01308,C00153,2025-12-18,delivered
O01309,C00639,2025-11-22,cancelled
O01310,C00237,2026-03-19,delivered
O01311,C00998,2025-04-10,delivered
O01312,C00055,2025-02-28,delivered
O01313,C00980,2026-05-23,processing
O01314,C00436,2025-09-15,shipped
O01315,C00684,2026-02-17,cancelled
O01316,C00109,2026-03-28,delivered
O01317,C00866,2025-03-06,delivered
O01318,C00981,2025-06-03,delivered
O01319,C00184,2025-09-23,shipped
O01320,C00951,2025-03-20,delivered
O01321,C00368,2025-11-11,delivered
O01322,C00983,2025-09-05,shipped
O01323,C00198,2026-02-18,delivered
O01324,C00371,2025-01-25,delivered
O01325,C00373,2025-10-11,delivered
O01326,C00973,2026-03-25,delivered
O01327,C00497,2025-10-28,shipped
O01328,C00599,2025-03-09,delivered
O01329,C00201,2025-01-07,delivered
O01330,C00849,2025-05-17,delivered
O01331,C00509,2025-06-13,delivered
O01332,C00322,2025-03-24,delivered
O01333,C00275,2026-02-24,delivered
O01334,C00211,2025-03-14,delivered
O01335,C00504,2025-08-25,delivered
O01336,C00903,2025-02-15,delivered
O01337,C00118,2025-09-19,delivered
O01338,C00703,2025-06-25,processing
O01339,C00554,2025-06-15,delivered
O01340,C00042,2026-01-05,shipped
O01341,C00315,2025-02-23,delivered
O01342,C00788,2026-02-23,delivered
O01343,C00329,2026-05-22,delivered
O01344,C00017,2025-12-07,delivered
O01345,C00283,2025-05-07,delivered
O01346,C00943,2026-02-13,delivered
O01347,C00258,2026-01-02,cancelled
O01348,C00575,2025-09-28,delivered
O01349,C00574,2026-01-14,delivered
O01350,C00612,2025-03-14,shipped
O01351,C00019,2025-09-05,delivered
O01352,C00529,2025-02-12,shipped
O01353,C00837,2026-01-12,delivered
O01354,C00423,2025-02-10,cancelled
O01355,C00466,2025-06-19,delivered
O01356,C00373,2025-07-31,delivered
O01357,C00758,2026-05-08,delivered
O01358,C00763,2025-02-08,delivered
O01359,C00967,2026-01-04,delivered
O01360,C00081,2025-05-31,delivered
O01361,C00551,2025-04-21,delivered
O01362,C00548,2026-04-25,delivered
O01363,C00424,2026-03-12,shipped
O01364,C00429,2025-02-16,shipped
O01365,C00388,2026-01-01,delivered
O01366,C00998,2025-03-10,delivered
O01367,C00921,2025-10-26,shipped
O01368,C00709,2025-10-23,delivered
O01369,C00670,2025-07-22,processing
O01370,C00204,2025-03-02,processing
O01371,C00196,2025-11-10,delivered
O01372,C00728,2025-06-10,shipped
O01373,C00285,2025-11-27,delivered
O01374,C00969,2026-06-12,delivered
O01375,C00196,2025-12-04,delivered
O01376,C00307,2025-10-31,delivered
O01377,C00664,2026-05-18,shipped
O01378,C00014,2025-12-04,delivered
O01379,C00837,2025-10-02,delivered
O01380,C00146,2025-06-13,delivered
O01381,C00938,2026-03-19,delivered
O01382,C00057,2025-11-15,processing
O01383,C00723,2026-05-19,delivered
O01384,C00780,2026-01-22,delivered
O01385,C00210,2026-05-09,delivered
O01386,C00529,2026-05-05,delivered
O01387,C00798,2025-03-14,delivered
O01388,C00344,2026-05-24,delivered
O01389,C00715,2026-01-25,delivered
O01390,C00611,2025-10-22,delivered
O01391,C00279,2026-01-04,shipped
O01392,C00209,2025-07-06,delivered
O01393,C00641,2026-03-21,delivered
O01394,C00335,2025-12-29,delivered
O01395,C00288,2025-05-03,shipped
O01396,C00252,2025-07-07,shipped
O01397,C00265,2026-02-24,processing
O01398,C00271,2025-09-09,delivered
O01399,C00924,2025-12-01,cancelled
O01400,C00920,2025-04-02,delivered
O01401,C00700,2026-06-14,delivered
O01402,C00419,2025-03-04,cancelled
O01403,C00726,2026-05-27,delivered
O01404,C00795,2025-05-19,delivered
O01405,C00211,2025-07-04,delivered
O01406,C00365,2025-07-24,delivered
O01407,C00076,2025-08-02,processing
O01408,C00660,2025-09-13,delivered
O01409,C00321,2025-05-15,delivered
O01410,C00725,2025-03-29,delivered
O01411,C00433,2025-07-26,delivered
O01412,C00109,2025-05-09,delivered
O01413,C00641,2025-01-03,delivered
O01414,C00522,2025-05-01,delivered
O01415,C00047,2026-01-20,delivered
O01416,C00379,2025-02-07,processing
O01417,C00827,2025-12-07,delivered
O01418,C00096,2025-01-21,delivered
O01419,C00958,2025-08-30,delivered
O01420,C00103,2026-03-31,delivered
O01421,C00892,2025-10-30,shipped
O01422,C00854,2025-03-10,cancelled
O01423,C00146,2025-05-09,delivered
O01424,C00880,2025-07-15,processing
O01425,C00942,2025-05-20,delivered
O01426,C00928,2026-03-20,delivered
O01427,C00027,2025-10-10,delivered
O01428,C00732,2025-11-08,delivered
O01429,C00530,2026-06-19,delivered
O01430,C00679,2025-10-04,processing
O01431,C00945,2025-03-02,delivered
O01432,C00989,2025-11-15,processing
O01433,C00082,2025-02-21,shipped
O01434,C00428,2025-06-02,delivered
O01435,C00584,2025-11-07,delivered
O01436,C00822,2026-06-28,delivered
O01437,C00479,2026-01-24,cancelled
O01438,C00766,2025-06-26,delivered
O01439,C00162,2025-12-28,delivered
O01440,C00839,2025-11-10,delivered
O01441,C00932,2025-04-07,delivered
O01442,C00402,2025-08-01,delivered
O01443,C00508,2025-05-17,delivered
O01444,C00038,2025-01-06,delivered
O01445,C00955,2025-04-19,delivered
O01446,C00511,2025-02-08,delivered
O01447,C00393,2026-03-01,delivered
O01448,C00713,2025-09-18,delivered
O01449,C00494,2026-03-02,delivered
O01450,C00200,2025-03-28,delivered
O01451,C00255,2026-04-10,delivered
O01452,C00179,2025-03-17,delivered
O01453,C00547,2026-04-16,delivered
O01454,C00594,2026-02-18,delivered
O01455,C00389,2026-04-02,delivered
O01456,C00398,2025-10-12,delivered
O01457,C00732,2025-08-27,shipped
O01458,C00158,2026-01-07,shipped
O01459,C00004,2026-05-10,shipped
O01460,C00167,2025-02-14,delivered
O01461,C00468,2026-02-05,delivered
O01462,C00960,2025-09-04,delivered
O01463,C00409,2026-03-26,delivered
O01464,C00412,2026-04-30,delivered
O01465,C00204,2025-01-18,delivered
O01466,C00194,2025-10-16,shipped
O01467,C00235,2026-02-18,delivered
O01468,C00718,2025-08-23,delivered
O01469,C00150,2026-02-20,delivered
O01470,C00159,2026-05-14,delivered
O01471,C00279,2025-04-25,delivered
O01472,C00816,2025-08-22,processing
O01473,C00404,2026-06-24,delivered
O01474,C00893,2025-01-11,shipped
