order_item_id,order_id,product_id,quantity,price,line_total
OI001173,O02683,P0112,4,11549.03,46196.12
OI001174,O00595,P0176,2,10996.32,21992.64
OI001175,O01183,P0173,1,19693.89,19693.89
OI001176,O01518,P0119,4,3642.01,14568.04
OI001177,O01353,P0186,4,15386.95,61547.8
OI001178,O00614,P0036,4,3895.16,15580.64
OI001179,O01873,P0002,3,8939.41,26818.23
OI001180,O01604,P0127,3,20367.86,61103.58
OI001181,O01584,P0105,3,16056.58,48169.74
OI001182,O01593,P0018,3,18293.2,54879.6
OI001183,O01156,P0177,4,6441.3,25765.2
OI001184,O00465,P0008,1,13546.3,13546.3
OI001185,O01480,P0186,2,15386.95,30773.9
OI001186,O02978,P0015,2,24854.07,49708.14
OI001187,O01291,P0145,4,577.89,2311.56
OI001188,O02847,P0023,1,4465.04,4465.04
OI001189,O02443,P0194,2,2211.32,4422.64
OI001190,O02294,P0198,1,401.5,401.5
OI001191,O00568,P0093,4,9251.61,37006.44
OI001192,O00038,P0155,3,23993.46,71980.38
OI001193,O00245,P0165,1,18460.19,18460.19
OI001194,O00021,P0049,2,1000.39,2000.78
OI001195,O01134,P0064,2,21300.48,42600.96
OI001196,O01630,P0034,2,5942.59,11885.18
OI001197,O00394,P0018,3,18293.2,54879.6
OI001198,O01434,P0064,1,21300.48,21300.48
OI001199,O00987,P0106,1,5479.35,5479.35
OI001200,O01672,P0074,2,7686.51,15373.02
OI001201,O02056,P0102,1,12702.93,12702.93
OI001202,O02376,P0172,2,23887.83,47775.66
OI001203,O01911,P0017,1,13988.81,13988.81
OI001204,O00290,P0187,3,1759.64,5278.92
OI001205,O01787,P0141,3,19255.69,57767.07
OI001206,O02559,P0052,4,9067.4,36269.6
OI001207,O00912,P0188,4,13008.36,52033.44
OI001208,O00361,P0170,4,19646.91,78587.64
OI001209,O01623,P0064,1,21300.48,21300.48
OI001210,O02764,P0194,3,2211.32,6633.96
OI001211,O00219,P0034,3,5942.59,17827.77
OI001212,O02454,P0095,3,742.72,2228.16
OI001213,O02016,P0087,2,15195.7,30391.4
OI001214,O02041,P0199,1,23916.88,23916.88
OI001215,O02045,P0102,1,12702.93,12702.93
OI001216,O02801,P0192,4,17037.67,68150.68
OI001217,O02971,P0161,2,2542.26,5084.52
OI001218,O00832,P0140,2,18367.0,36734.0
OI001219,O01794,P0076,3,10134.21,30402.63
OI001220,O01792,P0019,4,11683.62,46734.48
OI001221,O02842,P0137,1,9257.21,9257.21
OI001222,O01244,P0074,2,7686.51,15373.02
OI001223,O00595,P0145,3,577.89,1733.67
OI001224,O02155,P0050,1,7647.9,7647.9
OI001225,O00581,P0039,3,13544.93,40634.79
OI001226,O02657,P0169,1,11540.22,11540.22
OI001227,O01748,P0138,3,10411.83,31235.49
OI001228,O02056,P0012,1,8175.91,8175.91
OI001229,O02854,P0079,4,8717.88,34871.52
OI001230,O02237,P0015,1,24854.07,24854.07
OI001231,O00081,P0028,1,11314.24,11314.24
OI001232,O02156,P0132,1,10709.48,10709.48
OI001233,O01345,P0036,3,3895.16,11685.48
OI001234,O01603,P0119,2,3642.01,7284.02
OI001235,O02734,P0065,1,5291.91,5291.91
OI001236,O00346,P0098,1,13783.29,13783.29
OI001237,O01887,P0047,4,19572.5,78290.0
OI001238,O02376,P0081,1,16060.2,16060.2
OI001239,O00555,P0039,4,13544.93,54179.72
OI001240,O00302,P0038,1,23182.32,23182.32
OI001241,O00200,P0044,3,18906.23,56718.69
OI001242,O02941,P0179,2,1056.82,2113.64
OI001243,O01063,P0097,2,24081.57,48163.14
OI001244,O00307,P0124,2,1651.07,3302.14
OI001245,O01657,P0026,3,13442.11,40326.33
OI001246,O01872,P0164,4,8184.43,32737.72
OI001247,O02516,P0197,2,1874.29,3748.58
OI001248,O02227,P0097,3,24081.57,72244.71
OI001249,O02693,P0001,3,5743.74,17231.22
OI001250,O01847,P0053,1,2282.3,2282.3
OI001251,O01765,P0006,4,20028.88,80115.52
OI001252,O00276,P0037,3,24812.84,74438.52
OI001253,O01176,P0002,4,8939.41,35757.64
OI001254,O01402,P0123,2,17334.82,34669.64
OI001255,O02669,P0069,2,9577.52,19155.04
OI001256,O00638,P0169,2,11540.22,23080.44
OI001257,O01776,P0179,1,1056.82,1056.82
OI001258,O00930,P0175,1,17234.55,17234.55
OI001259,O01881,P0013,4,8391.75,33567.0
OI001260,O00183,P0069,4,9577.52,38310.08
OI001261,O01845,P0066,1,23271.82,23271.82
OI001262,O00072,P0059,3,15054.8,45164.4
OI001263,O02767,P0068,4,20454.5,81818.0
OI001264,O01677,P0059,4,15054.8,60219.2
OI001265,O01296,P0117,2,24593.61,49187.22
OI001266,O02774,P0010,4,16306.85,65227.4
OI001267,O02317,P0141,4,19255.69,77022.76
OI001268,O01044,P0130,3,15635.01,46905.03
OI001269,O02626,P0015,4,24854.07,99416.28
OI001270,O00815,P0046,3,20669.08,62007.24
OI001271,O01527,P0185,2,15953.08,31906.16
OI001272,O02195,P0138,1,10411.83,10411.83
OI001273,O02938,P0150,2,5458.53,10917.06
OI001274,O00310,P0089,3,4453.48,13360.44
OI001275,O02566,P0077,3,4420.76,13262.28
OI001276,O02062,P0136,4,4946.1,19784.4
OI001277,O00132,P0149,4,13429.22,53716.88
OI001278,O01878,P0150,1,5458.53,5458.53
OI001279,O02803,P0110,3,1627.61,4882.83
OI001280,O02487,P0097,3,24081.57,72244.71
OI001281,O02791,P0045,2,3280.07,6560.14
OI001282,O00740,P0091,1,10026.71,10026.71
OI001283,O00795,P0168,2,9922.46,19844.92
OI001284,O02311,P0114,4,24872.17,99488.68
OI001285,O02691,P0150,4,5458.53,21834.12
OI001286,O00258,P0158,2,13744.19,27488.38
OI001287,O01258,P0190,4,18462.1,73848.4
OI001288,O02457,P0073,2,19771.76,39543.52
OI001289,O01852,P0173,3,19693.89,59081.67
OI001290,O00975,P0035,3,10042.97,30128.91
OI001291,O01048,P0042,4,15627.28,62509.12
OI001292,O00271,P0133,1,3354.69,3354.69
OI001293,O01119,P0027,3,2507.24,7521.72
OI001294,O00142,P0198,4,401.5,1606.0
OI001295,O00902,P0190,1,18462.1,18462.1
OI001296,O00274,P0032,4,19906.7,79626.8
OI001297,O02324,P0136,2,4946.1,9892.2
OI001298,O00465,P0103,4,11043.84,44175.36
OI001299,O01232,P0085,2,23076.65,46153.3
OI001300,O01320,P0146,3,6569.35,19708.05
OI001301,O00288,P0078,3,17404.28,52212.84
OI001302,O00876,P0143,4,10462.23,41848.92
OI001303,O01993,P0154,1,20058.27,20058.27
OI001304,O02926,P0181,4,11590.79,46363.16
OI001305,O02228,P0044,4,18906.23,75624.92
OI001306,O01121,P0032,3,19906.7,59720.1
OI001307,O01215,P0028,3,11314.24,33942.72
OI001308,O00447,P0167,4,9459.62,37838.48
OI001309,O02833,P0160,3,21124.49,63373.47
OI001310,O02609,P0077,2,4420.76,8841.52
OI001311,O02532,P0018,4,18293.2,73172.8
OI001312,O02897,P0103,3,11043.84,33131.52
OI001313,O00722,P0070,4,21961.56,87846.24
OI001314,O02164,P0119,3,3642.01,10926.03
OI001315,O02583,P0139,2,20705.69,41411.38
OI001316,O01352,P0160,2,21124.49,42248.98
OI001317,O00407,P0148,4,3514.03,14056.12
OI001318,O01726,P0097,2,24081.57,48163.14
OI001319,O00694,P0168,2,9922.46,19844.92
OI001320,O00495,P0136,3,4946.1,14838.3
OI001321,O00948,P0035,4,10042.97,40171.88
OI001322,O00023,P0069,3,9577.52,28732.56
OI001323,O01129,P0126,3,24917.75,74753.25
OI001324,O01699,P0099,1,24148.97,24148.97
OI001325,O00558,P0078,2,17404.28,34808.56
OI001326,O01617,P0149,3,13429.22,40287.66
OI001327,O00941,P0111,3,19540.96,58622.88
OI001328,O01246,P0152,3,6105.92,18317.76
OI001329,O02903,P0017,2,13988.81,27977.62
OI001330,O02939,P0146,2,6569.35,13138.7
OI001331,O01657,P0140,2,18367.0,36734.0
OI001332,O00078,P0144,4,12085.47,48341.88
OI001333,O01346,P0004,3,13024.59,39073.77
OI001334,O00807,P0162,2,12257.2,24514.4
OI001335,O01042,P0092,3,3744.71,11234.13
OI001336,O00768,P0174,4,7953.63,31814.52
OI001337,O00454,P0075,1,2114.89,2114.89
OI001338,O02976,P0159,4,11414.0,45656.0
OI001339,O02325,P0153,2,24399.26,48798.52
OI001340,O01448,P0103,2,11043.84,22087.68
OI001341,O01500,P0024,4,17281.12,69124.48
OI001342,O01051,P0065,3,5291.91,15875.73
OI001343,O02562,P0117,2,24593.61,49187.22
OI001344,O01889,P0153,2,24399.26,48798.52
OI001345,O02512,P0156,4,12247.57,48990.28
OI001346,O02855,P0164,3,8184.43,24553.29
OI001347,O02872,P0082,4,20579.77,82319.08
OI001348,O00363,P0006,4,20028.88,80115.52
OI001349,O02799,P0066,3,23271.82,69815.46
OI001350,O00525,P0067,3,2997.52,8992.56
OI001351,O01218,P0072,1,20167.54,20167.54
OI001352,O01486,P0095,4,742.72,2970.88
OI001353,O02104,P0048,3,17747.74,53243.22
OI001354,O01254,P0070,2,21961.56,43923.12
OI001355,O02537,P0078,1,17404.28,17404.28
OI001356,O01856,P0067,4,2997.52,11990.08
OI001357,O00722,P0176,3,10996.32,32988.96
OI001358,O01984,P0065,1,5291.91,5291.91
OI001359,O01208,P0172,1,23887.83,23887.83
OI001360,O01449,P0063,2,24804.73,49609.46
OI001361,O01399,P0046,1,20669.08,20669.08
OI001362,O02089,P0147,4,19031.22,76124.88
OI001363,O01508,P0192,3,17037.67,51113.01
OI001364,O01004,P0073,1,19771.76,19771.76
OI001365,O02308,P0071,1,21714.61,21714.61
OI001366,O02489,P0110,4,1627.61,6510.44
OI001367,O00926,P0178,2,21037.7,42075.4
OI001368,O00856,P0063,2,24804.73,49609.46
OI001369,O00084,P0041,3,13071.85,39215.55
OI001370,O02094,P0007,4,5919.43,23677.72
OI001371,O02488,P0137,2,9257.21,18514.42
OI001372,O01543,P0004,3,13024.59,39073.77
OI001373,O00986,P0089,3,4453.48,13360.44
OI001374,O01869,P0177,2,6441.3,12882.6
OI001375,O00136,P0134,4,22176.44,88705.76
OI001376,O01207,P0082,1,20579.77,20579.77
OI001377,O01733,P0021,2,14101.19,28202.38
OI001378,O01196,P0143,1,10462.23,10462.23
OI001379,O00909,P0128,1,15418.96,15418.96
OI001380,O02909,P0195,4,17936.45,71745.8
OI001381,O02836,P0194,4,2211.32,8845.28
OI001382,O00590,P0184,3,22388.43,67165.29
OI001383,O01952,P0105,4,16056.58,64226.32
OI001384,O00956,P0104,3,2731.05,8193.15
OI001385,O02738,P0068,2,20454.5,40909.0
OI001386,O02587,P0160,1,21124.49,21124.49
OI001387,O01144,P0194,4,2211.32,8845.28
OI001388,O01332,P0110,2,1627.61,3255.22
OI001389,O02756,P0157,3,2832.43,8497.29
OI001390,O01554,P0066,4,23271.82,93087.28
OI001391,O02343,P0162,1,12257.2,12257.2
OI001392,O01807,P0027,2,2507.24,5014.48
OI001393,O02101,P0060,4,12940.42,51761.68
OI001394,O00806,P0118,4,6055.58,24222.32
OI001395,O01456,P0167,2,9459.62,18919.24
OI001396,O00052,P0044,3,18906.23,56718.69
OI001397,O02776,P0036,3,3895.16,11685.48
OI001398,O00072,P0019,4,11683.62,46734.48
OI001399,O00028,P0091,3,10026.71,30080.13
OI001400,O00469,P0045,3,3280.07,9840.21
OI001401,O00764,P0149,2,13429.22,26858.44
OI001402,O02934,P0151,3,401.81,1205.43
OI001403,O02960,P0155,3,23993.46,71980.38
OI001404,O02595,P0098,2,13783.29,27566.58
OI001405,O01425,P0200,4,18463.96,73855.84
OI001406,O02249,P0019,4,11683.62,46734.48
OI001407,O00820,P0041,2,13071.85,26143.7
OI001408,O01490,P0026,1,13442.11,13442.11
OI001409,O01676,P0028,2,11314.24,22628.48
OI001410,O00560,P0064,1,21300.48,21300.48
OI001411,O00379,P0068,3,20454.5,61363.5
OI001412,O01919,P0080,4,24392.69,97570.76
OI001413,O01076,P0051,1,6651.5,6651.5
OI001414,O00079,P0102,1,12702.93,12702.93
OI001415,O01409,P0176,3,10996.32,32988.96
OI001416,O00834,P0010,4,16306.85,65227.4
OI001417,O01032,P0167,3,9459.62,28378.86
OI001418,O02073,P0100,4,10869.2,43476.8
OI001419,O00450,P0122,4,2616.04,10464.16
OI001420,O02816,P0147,3,19031.22,57093.66
OI001421,O02803,P0064,1,21300.48,21300.48
OI001422,O01993,P0124,2,1651.07,3302.14
OI001423,O01485,P0019,4,11683.62,46734.48
OI001424,O02246,P0076,4,10134.21,40536.84
OI001425,O01743,P0062,2,12474.39,24948.78
OI001426,O01971,P0141,2,19255.69,38511.38
OI001427,O02485,P0025,3,5103.25,15309.75
OI001428,O01551,P0089,4,4453.48,17813.92
OI001429,O00690,P0092,3,3744.71,11234.13
OI001430,O01991,P0042,2,15627.28,31254.56
OI001431,O01402,P0117,3,24593.61,73780.83
OI001432,O00587,P0039,4,13544.93,54179.72
OI001433,O02152,P0158,1,13744.19,13744.19
OI001434,O01830,P0133,1,3354.69,3354.69
OI001435,O01986,P0081,4,16060.2,64240.8
OI001436,O00627,P0146,3,6569.35,19708.05
OI001437,O02032,P0107,2,15527.74,31055.48
OI001438,O02506,P0111,2,19540.96,39081.92
OI001439,O00364,P0021,1,14101.19,14101.19
OI001440,O02183,P0050,3,7647.9,22943.7
OI001441,O00374,P0121,2,7651.55,15303.1
OI001442,O02087,P0134,2,22176.44,44352.88
OI001443,O01988,P0050,4,7647.9,30591.6
OI001444,O02867,P0194,3,2211.32,6633.96
OI001445,O02095,P0115,3,1538.74,4616.22
OI001446,O02084,P0001,2,5743.74,11487.48
OI001447,O02143,P0185,3,15953.08,47859.24
OI001448,O01385,P0030,3,8754.53,26263.59
OI001449,O01549,P0186,3,15386.95,46160.85
OI001450,O01170,P0107,4,15527.74,62110.96
OI001451,O01941,P0180,2,22553.87,45107.74
OI001452,O00368,P0165,1,18460.19,18460.19
OI001453,O00065,P0048,3,17747.74,53243.22
OI001454,O00754,P0087,2,15195.7,30391.4
OI001455,O01544,P0129,1,7725.72,7725.72
OI001456,O02036,P0019,4,11683.62,46734.48
OI001457,O02864,P0046,2,20669.08,41338.16
OI001458,O01877,P0195,4,17936.45,71745.8
OI001459,O01579,P0130,2,15635.01,31270.02
OI001460,O00756,P0056,4,7707.56,30830.24
OI001461,O02229,P0145,2,577.89,1155.78
OI001462,O01525,P0092,4,3744.71,14978.84
OI001463,O00597,P0082,1,20579.77,20579.77
OI001464,O02835,P0079,2,8717.88,17435.76
OI001465,O02675,P0150,1,5458.53,5458.53
OI001466,O01835,P0105,3,16056.58,48169.74
OI001467,O02664,P0027,1,2507.24,2507.24
OI001468,O01396,P0055,2,13889.68,27779.36
OI001469,O01587,P0160,1,21124.49,21124.49
OI001470,O00112,P0060,2,12940.42,25880.84
OI001471,O00453,P0109,4,3885.42,15541.68
OI001472,O02804,P0156,3,12247.57,36742.71
OI001473,O02632,P0156,1,12247.57,12247.57
OI001474,O02187,P0120,3,3122.48,9367.44
OI001475,O01872,P0153,1,24399.26,24399.26
OI001476,O02279,P0085,2,23076.65,46153.3
OI001477,O01263,P0086,1,12227.84,12227.84
OI001478,O00253,P0117,3,24593.61,73780.83
OI001479,O02005,P0154,1,20058.27,20058.27
OI001480,O01460,P0108,3,16290.01,48870.03
OI001481,O01943,P0075,3,2114.89,6344.67
OI001482,O02609,P0119,2,3642.01,7284.02
OI001483,O01327,P0199,4,23916.88,95667.52
OI001484,O02120,P0145,4,577.89,2311.56
OI001485,O01858,P0007,1,5919.43,5919.43
OI001486,O02270,P0184,3,22388.43,67165.29
OI001487,O01101,P0192,2,17037.67,34075.34
OI001488,O00062,P0148,4,3514.03,14056.12
OI001489,O01495,P0166,2,11952.85,23905.7
OI001490,O01181,P0075,2,2114.89,4229.78
OI001491,O00806,P0058,3,11235.34,33706.02
OI001492,O02173,P0016,1,16579.8,16579.8
OI001493,O02789,P0179,3,1056.82,3170.46
OI001494,O01876,P0027,4,2507.24,10028.96
OI001495,O02209,P0051,4,6651.5,26606.0
OI001496,O00541,P0075,2,2114.89,4229.78
OI001497,O00626,P0144,3,12085.47,36256.41
OI001498,O01615,P0087,3,15195.7,45587.1
OI001499,O00106,P0188,2,13008.36,26016.72
OI001500,O01155,P0123,1,17334.82,17334.82
OI001501,O01709,P0076,2,10134.21,20268.42
OI001502,O02824,P0040,2,21066.63,42133.26
OI001503,O01909,P0067,4,2997.52,11990.08
OI001504,O02050,P0130,3,15635.01,46905.03
OI001505,O02281,P0102,4,12702.93,50811.72
OI001506,O00369,P0176,2,10996.32,21992.64
OI001507,O01275,P0180,3,22553.87,67661.61
OI001508,O00946,P0152,2,6105.92,12211.84
OI001509,O02228,P0093,2,9251.61,18503.22
OI001510,O00293,P0110,1,1627.61,1627.61
OI001511,O00584,P0082,4,20579.77,82319.08
OI001512,O02843,P0078,4,17404.28,69617.12
OI001513,O02223,P0002,2,8939.41,17878.82
OI001514,O02171,P0065,1,5291.91,5291.91
OI001515,O02275,P0020,2,1597.54,3195.08
OI001516,O02492,P0034,2,5942.59,11885.18
OI001517,O02476,P0041,2,13071.85,26143.7
OI001518,O00765,P0169,1,11540.22,11540.22
OI001519,O02680,P0023,3,4465.04,13395.12
OI001520,O02113,P0038,1,23182.32,23182.32
OI001521,O01305,P0172,2,23887.83,47775.66
OI001522,O01415,P0067,3,2997.52,8992.56
OI001523,O00428,P0062,2,12474.39,24948.78
OI001524,O02666,P0140,1,18367.0,18367.0
OI001525,O02973,P0030,1,8754.53,8754.53
OI001526,O02015,P0087,3,15195.7,45587.1
OI001527,O02860,P0193,1,1137.66,1137.66
OI001528,O00107,P0169,2,11540.22,23080.44
OI001529,O00659,P0148,3,3514.03,10542.09
OI001530,O01183,P0118,4,6055.58,24222.32
OI001531,O02313,P0006,2,20028.88,40057.76
OI001532,O01226,P0075,4,2114.89,8459.56
OI001533,O00155,P0132,3,10709.48,32128.44
OI001534,O00896,P0093,3,9251.61,27754.83
OI001535,O01522,P0010,2,16306.85,32613.7
OI001536,O01621,P0051,1,6651.5,6651.5
OI001537,O00993,P0093,2,9251.61,18503.22
OI001538,O02293,P0038,1,23182.32,23182.32
OI001539,O01324,P0129,1,7725.72,7725.72
OI001540,O01386,P0136,2,4946.1,9892.2
OI001541,O02434,P0102,3,12702.93,38108.79
OI001542,O02807,P0081,2,16060.2,32120.4
OI001543,O02462,P0083,4,3399.86,13599.44
OI001544,O01302,P0191,3,12854.33,38562.99
OI001545,O02763,P0161,1,2542.26,2542.26
OI001546,O00759,P0143,3,10462.23,31386.69
OI001547,O00747,P0031,2,16656.3,33312.6
OI001548,O00593,P0021,3,14101.19,42303.57
OI001549,O01549,P0131,1,13223.33,13223.33
OI001550,O02887,P0126,1,24917.75,24917.75
OI001551,O00016,P0194,3,2211.32,6633.96
OI001552,O00993,P0035,4,10042.97,40171.88
OI001553,O01069,P0169,1,11540.22,11540.22
OI001554,O01345,P0187,4,1759.64,7038.56
OI001555,O02699,P0144,1,12085.47,12085.47
OI001556,O02196,P0184,3,22388.43,67165.29
OI001557,O02403,P0045,1,3280.07,3280.07
OI001558,O00703,P0059,4,15054.8,60219.2
OI001559,O00613,P0178,4,21037.7,84150.8
OI001560,O00105,P0012,3,8175.91,24527.73
OI001561,O01498,P0140,4,18367.0,73468.0
OI001562,O00396,P0033,4,23186.73,92746.92
OI001563,O02654,P0177,3,6441.3,19323.9
OI001564,O02011,P0021,1,14101.19,14101.19
OI001565,O00851,P0060,3,12940.42,38821.26
OI001566,O01989,P0052,1,9067.4,9067.4
OI001567,O00442,P0182,1,15966.32,15966.32
OI001568,O01669,P0167,1,9459.62,9459.62
OI001569,O00873,P0177,2,6441.3,12882.6
OI001570,O00667,P0123,1,17334.82,17334.82
OI001571,O01052,P0106,3,5479.35,16438.05
OI001572,O02842,P0192,3,17037.67,51113.01
OI001573,O02523,P0100,3,10869.2,32607.6
OI001574,O00628,P0154,2,20058.27,40116.54
OI001575,O01429,P0071,4,21714.61,86858.44
OI001576,O02550,P0135,2,11299.64,22599.28
OI001577,O00348,P0200,3,18463.96,55391.88
OI001578,O01264,P0062,3,12474.39,37423.17
OI001579,O01018,P0088,4,19143.76,76575.04
OI001580,O00570,P0024,2,17281.12,34562.24
OI001581,O02743,P0040,3,21066.63,63199.89
OI001582,O02074,P0076,1,10134.21,10134.21
OI001583,O01953,P0175,1,17234.55,17234.55
OI001584,O02265,P0136,3,4946.1,14838.3
OI001585,O01352,P0182,1,15966.32,15966.32
OI001586,O02885,P0009,4,22013.97,88055.88
OI001587,O02822,P0003,3,1828.65,5485.95
OI001588,O00670,P0182,2,15966.32,31932.64
OI001589,O00718,P0021,3,14101.19,42303.57
OI001590,O02358,P0095,4,742.72,2970.88
OI001591,O02647,P0176,2,10996.32,21992.64
OI001592,O00267,P0175,4,17234.55,68938.2
OI001593,O01439,P0196,1,1894.9,1894.9
OI001594,O02694,P0191,1,12854.33,12854.33
OI001595,O01357,P0016,1,16579.8,16579.8
OI001596,O01023,P0107,4,15527.74,62110.96
OI001597,O02038,P0093,4,9251.61,37006.44
OI001598,O02498,P0133,3,3354.69,10064.07
OI001599,O00565,P0139,2,20705.69,41411.38
OI001600,O01271,P0157,2,2832.43,5664.86
OI001601,O01060,P0079,4,8717.88,34871.52
OI001602,O01425,P0070,4,21961.56,87846.24
OI001603,O00028,P0048,1,17747.74,17747.74
OI001604,O00220,P0015,4,24854.07,99416.28
OI001605,O00406,P0034,1,5942.59,5942.59
OI001606,O01638,P0060,4,12940.42,51761.68
OI001607,O01799,P0190,2,18462.1,36924.2
OI001608,O02319,P0002,3,8939.41,26818.23
OI001609,O01760,P0080,4,24392.69,97570.76
OI001610,O01675,P0019,1,11683.62,11683.62
OI001611,O00792,P0049,3,1000.39,3001.17
OI001612,O00963,P0078,1,17404.28,17404.28
OI001613,O01310,P0028,1,11314.24,11314.24
OI001614,O00834,P0048,3,17747.74,53243.22
OI001615,O00317,P0096,3,3465.64,10396.92
OI001616,O01321,P0165,3,18460.19,55380.57
OI001617,O02386,P0177,4,6441.3,25765.2
OI001618,O01331,P0109,3,3885.42,11656.26
OI001619,O00351,P0176,4,10996.32,43985.28
OI001620,O00511,P0073,2,19771.76,39543.52
OI001621,O02573,P0100,2,10869.2,21738.4
OI001622,O00492,P0029,1,18928.47,18928.47
OI001623,O01932,P0188,1,13008.36,13008.36
OI001624,O01618,P0157,4,2832.43,11329.72
OI001625,O02057,P0058,1,11235.34,11235.34
OI001626,O01521,P0048,2,17747.74,35495.48
OI001627,O01584,P0023,4,4465.04,17860.16
OI001628,O02609,P0027,4,2507.24,10028.96
OI001629,O02488,P0007,3,5919.43,17758.29
OI001630,O01576,P0049,4,1000.39,4001.56
OI001631,O02840,P0182,1,15966.32,15966.32
OI001632,O01762,P0109,2,3885.42,7770.84
OI001633,O01992,P0068,1,20454.5,20454.5
OI001634,O01269,P0170,2,19646.91,39293.82
OI001635,O02081,P0187,3,1759.64,5278.92
OI001636,O01047,P0172,2,23887.83,47775.66
OI001637,O02893,P0154,3,20058.27,60174.81
OI001638,O02614,P0151,1,401.81,401.81
OI001639,O00049,P0073,3,19771.76,59315.28
OI001640,O00462,P0101,4,7864.22,31456.88
OI001641,O02638,P0008,4,13546.3,54185.2
OI001642,O00336,P0053,2,2282.3,4564.6
OI001643,O01382,P0142,1,374.68,374.68
OI001644,O01146,P0199,1,23916.88,23916.88
OI001645,O00359,P0135,2,11299.64,22599.28
OI001646,O02394,P0137,4,9257.21,37028.84
OI001647,O00193,P0003,3,1828.65,5485.95
OI001648,O01440,P0078,2,17404.28,34808.56
OI001649,O01401,P0145,3,577.89,1733.67
OI001650,O00756,P0172,3,23887.83,71663.49
OI001651,O01685,P0086,1,12227.84,12227.84
OI001652,O02526,P0046,4,20669.08,82676.32
OI001653,O00828,P0090,3,12613.9,37841.7
OI001654,O00890,P0186,4,15386.95,61547.8
OI001655,O00653,P0156,1,12247.57,12247.57
OI001656,O02456,P0142,2,374.68,749.36
OI001657,O02334,P0009,2,22013.97,44027.94
OI001658,O01922,P0115,1,1538.74,1538.74
OI001659,O00851,P0154,1,20058.27,20058.27
OI001660,O00111,P0130,3,15635.01,46905.03
OI001661,O00620,P0075,1,2114.89,2114.89
OI001662,O00793,P0081,2,16060.2,32120.4
OI001663,O02098,P0128,4,15418.96,61675.84
OI001664,O01158,P0034,4,5942.59,23770.36
OI001665,O00588,P0147,4,19031.22,76124.88
OI001666,O02644,P0039,4,13544.93,54179.72
OI001667,O02718,P0013,1,8391.75,8391.75
OI001668,O01310,P0133,1,3354.69,3354.69
OI001669,O01958,P0050,4,7647.9,30591.6
OI001670,O02362,P0023,1,4465.04,4465.04
OI001671,O02654,P0122,3,2616.04,7848.12
OI001672,O00297,P0120,1,3122.48,3122.48
OI001673,O01630,P0088,3,19143.76,57431.28
OI001674,O00569,P0157,3,2832.43,8497.29
OI001675,O01188,P0112,1,11549.03,11549.03
OI001676,O00832,P0111,4,19540.96,78163.84
OI001677,O00610,P0072,3,20167.54,60502.62
OI001678,O00016,P0154,1,20058.27,20058.27
OI001679,O01370,P0057,2,9984.84,19969.68
OI001680,O00072,P0001,4,5743.74,22974.96
OI001681,O00270,P0156,2,12247.57,24495.14
OI001682,O00287,P0113,3,1548.28,4644.84
OI001683,O00066,P0062,2,12474.39,24948.78
OI001684,O00880,P0047,1,19572.5,19572.5
OI001685,O00068,P0078,4,17404.28,69617.12
OI001686,O01217,P0106,3,5479.35,16438.05
OI001687,O01403,P0187,1,1759.64,1759.64
OI001688,O00974,P0159,4,11414.0,45656.0
OI001689,O00508,P0198,3,401.5,1204.5
OI001690,O02885,P0126,3,24917.75,74753.25
OI001691,O01126,P0177,3,6441.3,19323.9
OI001692,O00886,P0005,3,1783.55,5350.65
OI001693,O02842,P0031,2,16656.3,33312.6
OI001694,O02470,P0037,2,24812.84,49625.68
OI001695,O01988,P0079,2,8717.88,17435.76
OI001696,O00775,P0143,3,10462.23,31386.69
OI001697,O02526,P0052,2,9067.4,18134.8
OI001698,O00926,P0197,4,1874.29,7497.16
OI001699,O00120,P0139,3,20705.69,62117.07
OI001700,O01939,P0043,4,2319.2,9276.8
OI001701,O00488,P0198,4,401.5,1606.0
OI001702,O02126,P0151,2,401.81,803.62
OI001703,O00441,P0040,3,21066.63,63199.89
OI001704,O00462,P0063,2,24804.73,49609.46
OI001705,O00612,P0130,2,15635.01,31270.02
OI001706,O01318,P0087,2,15195.7,30391.4
OI001707,O01660,P0073,3,19771.76,59315.28
OI001708,O00917,P0175,3,17234.55,51703.65
OI001709,O02657,P0104,2,2731.05,5462.1
OI001710,O00006,P0158,4,13744.19,54976.76
OI001711,O00681,P0016,4,16579.8,66319.2
OI001712,O02943,P0059,3,15054.8,45164.4
OI001713,O02319,P0047,1,19572.5,19572.5
OI001714,O01644,P0116,2,17406.38,34812.76
OI001715,O02859,P0158,2,13744.19,27488.38
OI001716,O02607,P0109,1,3885.42,3885.42
OI001717,O00099,P0009,3,22013.97,66041.91
OI001718,O00526,P0065,4,5291.91,21167.64
OI001719,O02242,P0059,3,15054.8,45164.4
OI001720,O01181,P0102,4,12702.93,50811.72
OI001721,O01690,P0192,4,17037.67,68150.68
OI001722,O01139,P0136,3,4946.1,14838.3
OI001723,O00396,P0123,2,17334.82,34669.64
OI001724,O00770,P0180,2,22553.87,45107.74
OI001725,O01827,P0146,2,6569.35,13138.7
OI001726,O01546,P0091,4,10026.71,40106.84
OI001727,O02928,P0096,2,3465.64,6931.28
OI001728,O02793,P0058,4,11235.34,44941.36
OI001729,O00683,P0177,2,6441.3,12882.6
OI001730,O01557,P0032,3,19906.7,59720.1
OI001731,O00015,P0048,1,17747.74,17747.74
